strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
3850.0,MO2404C3850,MO2404P3850,1448.4,5.4,1443.0,5.4
3900.0,MO2404C3900,MO2404P3900,1374.4,5.8,1368.6000000000001,5.8
3950.0,MO2404C3950,MO2404P3950,1304.6,6.8,1297.8,6.8
4000.0,MO2404C4000,MO2404P4000,1256.2,8.2,1248.0,8.2
4050.0,MO2404C4050,MO2404P4050,1240.0,9.6,1230.4,9.6
4100.0,MO2404C4100,MO2404P4100,1201.2,11.0,1190.2,11.0
4150.0,MO2404C4150,MO2404P4150,1111.4,14.2,1097.2,14.2
4200.0,MO2404C4200,MO2404P4200,1074.6,14.8,1059.8,14.8
4250.0,MO2404C4250,MO2404P4250,1077.6,19.4,1058.1999999999998,19.4
4300.0,MO2404C4300,MO2404P4300,1021.4,20.4,1001.0,20.4
4350.0,MO2404C4350,MO2404P4350,979.6,22.2,957.4,22.2
4400.0,MO2404C4400,MO2404P4400,876.8,28.0,848.8,28.0
4450.0,MO2404C4450,MO2404P4450,831.0,31.8,799.2,31.8
4500.0,MO2404C4500,MO2404P4500,837.0,35.0,802.0,35.0
4550.0,MO2404C4550,MO2404P4550,760.0,41.6,718.4,41.6
4600.0,MO2404C4600,MO2404P4600,695.2,45.2,650.0,45.2
4650.0,MO2404C4650,MO2404P4650,673.8,56.6,617.1999999999999,56.6
4700.0,MO2404C4700,MO2404P4700,611.2,65.0,546.2,65.0
4750.0,MO2404C4750,MO2404P4750,577.0,72.0,505.0,72.0
4800.0,MO2404C4800,MO2404P4800,575.0,79.6,495.4,79.6
4850.0,MO2404C4850,MO2404P4850,504.6,88.6,416.0,88.6
4900.0,MO2404C4900,MO2404P4900,460.0,110.0,350.0,110.0
4950.0,MO2404C4950,MO2404P4950,452.0,115.8,336.2,115.8
5000.0,MO2404C5000,MO2404P5000,416.2,130.6,285.6,130.6
5100.0,MO2404C5100,MO2404P5100,333.6,161.2,172.40000000000003,161.2
5200.0,MO2404C5200,MO2404P5200,287.0,213.8,73.19999999999999,213.8
5300.0,MO2404C5300,MO2404P5300,234.6,247.8,13.200000000000017,234.6
5400.0,MO2404C5400,MO2404P5400,186.4,300.0,113.6,186.4
5500.0,MO2404C5500,MO2404P5500,146.6,370.0,223.4,146.6
5600.0,MO2404C5600,MO2404P5600,114.8,415.0,300.2,114.8
5700.0,MO2404C5700,MO2404P5700,85.2,500.0,414.8,85.2
5800.0,MO2404C5800,MO2404P5800,63.6,606.8,543.1999999999999,63.6
5900.0,MO2404C5900,MO2404P5900,46.8,684.0,637.2,46.8
6000.0,MO2404C6000,MO2404P6000,34.4,733.8,699.4,34.4
